dataset,item_id,repetition,source_text,translated_text,source_number_tokens,translated_number_tokens,numbers_match,translation_model,translation_usage,human_audit_status,human_audit_notes
nl4opt,nl4opt-0123,1,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",沃森夫人想在房地产市场投资，总预算最多为76万美元。她有两个选择，包括公寓和独栋房屋。每投资一美元于公寓可获得0.50美元的利润，每投资一美元于独栋房屋可获得1美元的利润。所有投资资金中至少20%必须投资于公寓，并且至少2万美元必须投资于独栋房屋。请构建一个线性规划模型，用于最大化沃森夫人的投资总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""76"", ""0.50"", ""1"", ""20"", ""2""]",False,deepseek-v4-flash,"{""completion_tokens"": 522, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 422, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 777}",rejected,Arabic-number mismatch; user confirmed rejection in Codex on 2026-07-12.
nl4opt,nl4opt-0123,2,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",Watson女士想在房地产市场投资，总预算最多为760000美元。她有两种选择：公寓和独立屋。每美元投资于公寓可获利0.50美元，每美元投资于独立屋可获利1美元。所有投资中至少20%必须投入公寓，且至少20000美元必须投入独立屋。制定一个线性规划，用于最大化Watson女士投资的总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""760000"", ""0.50"", ""1"", ""20"", ""20000""]",True,deepseek-v4-flash,"{""completion_tokens"": 646, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 555, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 901}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0123,3,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",沃森夫人想在房地产市场投资，总预算最多为760000美元。她有两种选择，包括公寓和独立屋。每投资1美元在公寓上可获利0.50美元，每投资1美元在独立屋上可获利1美元。所有投资金额中至少20%必须投资于公寓，并且至少20000美元必须投资于独立屋。建立一个线性规划，用于最大化沃森夫人投资的总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""760000"", ""1"", ""0.50"", ""1"", ""1"", ""20"", ""20000""]",False,deepseek-v4-flash,"{""completion_tokens"": 772, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 674, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1027}",rejected,Arabic-number mismatch; user confirmed rejection in Codex on 2026-07-12.
nl4opt,nl4opt-0129,1,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家水公司销售玻璃瓶和塑料瓶装水。一个玻璃瓶可以装500毫升水，而一个塑料瓶可以装750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，玻璃瓶必须至少有20个。如果公司有250000毫升水可用，每种瓶子应该生产多少以最大化总瓶数？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 436, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 347, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 679}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0129,2,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家水务公司销售玻璃瓶和塑料瓶装水。一个玻璃瓶可装500毫升水，而一个塑料瓶可装750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，至少要有20个玻璃瓶。如果公司有250000毫升水可用，那么为了最大化总瓶数，应各生产多少个瓶子？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 239, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 148, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 482}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0129,3,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家水公司销售玻璃瓶和塑料瓶装的水。一个玻璃瓶可装500毫升水，而一个塑料瓶可装750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，玻璃瓶的数量必须至少为20个。如果公司有250000毫升水可用，每种瓶子应该生产多少个才能最大化总瓶子数？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 337, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 246, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 580}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,1,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一家办公用品公司生产桌子和抽屉。每张桌子需要40分钟组装和20分钟打磨。每个抽屉需要30分钟组装和10分钟打磨。公司有4000分钟组装时间和3500分钟打磨时间可用。如果每张桌子利润为100美元，每个抽屉利润为90美元，公司应生产多少张桌子和多少个抽屉以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 598, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 513, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 831}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,2,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一家办公用品公司生产桌子和抽屉。每张桌子需要40分钟的组装和20分钟的打磨。每个抽屉需要30分钟的组装和10分钟的打磨。该公司有4000分钟的组装时间和3500分钟的打磨时间。如果每张桌子的利润是100美元，每个抽屉的利润是90美元，那么公司应该各生产多少以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 244, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 161, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 477}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,3,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一家办公家具公司生产桌子和抽屉。每张桌子需要40分钟组装和20分钟打磨。每个抽屉需要30分钟组装和10分钟打磨。公司有4000分钟组装时间和3500分钟打磨时间。如果每张桌子的利润是100美元，每个抽屉的利润是90美元，公司应各生产多少以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 610, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 528, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 843}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0135,1,"A tourism company can buy sedans or buses to add to their fleet of vehicles to increase their capacity for more tourists. A sedan can seat 50 tourists per day but results in 10 units of pollution. A bus can seat 250 tourists per day but results in 40 units of pollution. The city has limited this tourism company to producing at most 800 units of pollutants per day. To make a profit, this tourism company must take care of at least 4600 customers per day. Planning to make a profit, how many sedans and how many buses should this tourism company purchase to decrease the total number of vehicles needed?",一家旅游公司可以购买轿车或巴士来增加其车队容量以接待更多游客。一辆轿车每天可搭载50名游客，但会产生10单位污染。一辆巴士每天可搭载250名游客，但会产生40单位污染。该市限制这家旅游公司每天最多产生800单位污染物。为了盈利，这家旅游公司每天必须接待至少4600名顾客。为了盈利，这家旅游公司应该购买多少辆轿车和多少辆巴士，以减少所需车辆总数？,"[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]","[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]",True,deepseek-v4-flash,"{""completion_tokens"": 748, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 641, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 145, ""prompt_tokens"": 273, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1021}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0135,2,"A tourism company can buy sedans or buses to add to their fleet of vehicles to increase their capacity for more tourists. A sedan can seat 50 tourists per day but results in 10 units of pollution. A bus can seat 250 tourists per day but results in 40 units of pollution. The city has limited this tourism company to producing at most 800 units of pollutants per day. To make a profit, this tourism company must take care of at least 4600 customers per day. Planning to make a profit, how many sedans and how many buses should this tourism company purchase to decrease the total number of vehicles needed?",一家旅游公司可以购买轿车或客车来扩充其车队，以增加接待更多游客的能力。一辆轿车每天可搭载50名游客，但会产生10单位的污染。一辆客车每天可搭载250名游客，但会产生40单位的污染。该城市限制这家旅游公司每天最多产生800单位的污染物。为了盈利，这家旅游公司每天必须至少接待4600名顾客。为了盈利，这家旅游公司应购买多少辆轿车和多少辆客车，以最小化所需车辆总数？,"[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]","[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]",True,deepseek-v4-flash,"{""completion_tokens"": 554, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 443, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 17, ""prompt_tokens"": 273, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 827}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0135,3,"A tourism company can buy sedans or buses to add to their fleet of vehicles to increase their capacity for more tourists. A sedan can seat 50 tourists per day but results in 10 units of pollution. A bus can seat 250 tourists per day but results in 40 units of pollution. The city has limited this tourism company to producing at most 800 units of pollutants per day. To make a profit, this tourism company must take care of at least 4600 customers per day. Planning to make a profit, how many sedans and how many buses should this tourism company purchase to decrease the total number of vehicles needed?",一家旅游公司可以购买轿车或巴士来增加其车队容量，以接待更多游客。一辆轿车每天可容纳50名游客，但会产生10单位污染。一辆巴士每天可容纳250名游客，但会产生40单位污染。该城市限制这家旅游公司每天最多产生800单位污染物。为了盈利，这家旅游公司每天必须至少接待4600名顾客。为了盈利，该公司应购买多少辆轿车和多少辆巴士，以尽量减少所需车辆总数？,"[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]","[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]",True,deepseek-v4-flash,"{""completion_tokens"": 664, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 557, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 17, ""prompt_tokens"": 273, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 937}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,1,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在使用两种饮品A和B制作一种特殊的维生素混合物。该维生素混合物必须至少含有150单位的维生素A，至少300单位的维生素D，以及至多400单位的维生素E。一杯饮品A含有8单位维生素A，6单位维生素D，10单位维生素E，和4单位维生素K。一杯饮品B含有15单位维生素A，2单位维生素D，20单位维生素E，和12单位维生素K。为了最小化维生素K的含量，应该使用多少杯每种饮品来制作该维生素混合物？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 555, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 435, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 161, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 844}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,2,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在使用两种饮料（A和B）制作特殊的维生素混合剂。维生素混合剂必须包含至少150单位的维生素A，至少300单位的维生素D，以及最多400单位的维生素E。一杯饮料A含有8单位维生素A、6单位维生素D、10单位维生素E和4单位维生素K。一杯饮料B含有15单位维生素A、2单位维生素D、20单位维生素E和12单位维生素K。为了最小化维生素K的量，应该使用多少杯每种饮料？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 400, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 289, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 33, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 689}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,3,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在用两种饮料A和B制作一种特殊的维生素混合物。该维生素混合物必须至少含有150单位的维生素A、至少300单位的维生素D，以及至多400单位的维生素E。一杯饮料A含有8单位的维生素A、6单位的维生素D、10单位的维生素E和4单位的维生素K。一杯饮料B含有15单位的维生素A、2单位的维生素D、20单位的维生素E和12单位的维生素K。为了最小化维生素K的含量，应该使用多少杯每种饮料？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 291, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 178, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 33, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 580}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,1,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉店使用冷藏卡车和货车运输他们的汉堡肉饼。每辆卡车每次行程可运送1000个肉饼，费用为300美元。每辆货车每次行程可运送500个肉饼，费用为100美元。由于卡车在城市中行驶困难，卡车的数量不得超过货车的数量。肉店需要至少运送50000个肉饼，并且预算为12500美元。他们应该如何规划运输以最小化总行程次数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 889, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 786, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 129, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1146}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,2,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉店使用冷藏卡车和货车运输他们的汉堡肉饼。每辆卡车每次行程可运送1000个肉饼，费用为300美元。每辆货车每次行程可运送500个肉饼，费用为100美元。由于卡车在城市中移动困难，卡车的数量不得超过货车的数量。肉店需要运送至少50000个肉饼，并且预算为12500美元。他们应如何规划运输以最小化总行程数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 553, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 452, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 1, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 810}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,3,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉店使用冷藏卡车和货车运送他们的汉堡肉饼。每辆卡车每次行程可装载1000块肉饼，费用为300美元。每辆货车每次行程可装载500块肉饼，费用为100美元。由于卡车在城市中行驶不便，卡车的数量不得超过货车的数量。肉店至少需要运送50000块肉饼，且预算为12500美元。他们应如何规划运输以最小化总行程次数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 802, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 698, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 1, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1059}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0163,1,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 500 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",医院雇佣超声技师和研究生为患者进行影像检查。超声技师每班工作8小时，而研究生每班工作5小时。超声技师的薪酬为每班300美元，研究生的薪酬为每班100美元。但是，根据规定，超声技师的班次数量必须是研究生班次数量的两倍。目前，医院需要500小时的超声服务以满足需求。如果医院的预算为14000美元，那么应该安排多少名有资质的超声技师和研究生来减少总工人数？,"[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]","[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]",True,deepseek-v4-flash,"{""completion_tokens"": 1049, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 939, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 134, ""prompt_tokens"": 262, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1311}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0163,2,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 500 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",医院雇佣超声技师和研究生来为患者进行成像。每位超声技师每班工作8小时，而每位研究生每班工作5小时。超声技师每班薪酬为300美元，研究生每班薪酬为100美元。然而，根据规定，超声技师的班次数量必须是研究生班次数量的两倍。目前，医院需要500小时的超声服务以满足需求。如果医院的预算为14000美元，那么为了减少总工人数，应该安排多少名有资质的超声技师和研究生进行排班？,"[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]","[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]",True,deepseek-v4-flash,"{""completion_tokens"": 455, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 338, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 6, ""prompt_tokens"": 262, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 717}",approved,User confirmed human review completion in Codex on 2026-07-12.
