dataset,item_id,difficulty,problem_type,track,repetition,checker_retry,status,checker_passed,ground_truth,objective_value,passed_1e_6,passed_1e_4,judgment_reason,translation_provider,translation_model,translation_usage,translation_numbers_match,api_attempts,checker_retried,failure_category,router_problem_type,extractor_provider,extractor_model,extractor_usage,wall_sec,evaluated_at,error,failure_artifact
nl4opt,nl4opt-0002,,generic_lp_milp,zh,2,off,OPTIMAL,True,"""350.0""",350.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 910, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 806, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 126, ""prompt_tokens"": 254, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1164}",True,1,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1556, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1171, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1897, ""prompt_tokens"": 1897, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3453}",19.793093799991766,2026-07-10T12:26:11.316658Z,,
nl4opt,nl4opt-0002,,generic_lp_milp,zh,3,off,OPTIMAL,True,"""350.0""",350.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 847, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 744, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 126, ""prompt_tokens"": 254, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1101}",True,1,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 722, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 385, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1893, ""prompt_tokens"": 1893, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 2615}",13.46471629998996,2026-07-10T12:26:24.783023Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,en,1,off,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 640, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 323, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2539}",8.47156669999822,2026-07-10T12:26:33.255956Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,en,2,off,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 843, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 553, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2742}",7.650724700011779,2026-07-10T12:26:40.908081Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,en,3,off,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 547, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 223, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2446}",6.503598700015573,2026-07-10T12:26:47.413084Z,,
nl4opt,nl4opt-0003,,,zh,1,off,API_ERROR,False,"""100.0""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 398, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 310, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 642}",True,1,False,API_ERR,assignment,,,,56.91698579999502,2026-07-10T12:27:44.331575Z,LLM client failed: DeepSeek API returned empty content.,failures/nl4opt-nl4opt-0003-zh-r1-off.json
nl4opt,nl4opt-0003,,assignment,zh,2,off,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 437, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 344, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 681}",True,1,False,,assignment,deepseek,deepseek-v4-flash,"{""completion_tokens"": 3166, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 2899, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1362, ""prompt_tokens"": 1362, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 4528}",36.59011150000151,2026-07-10T12:28:20.934538Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,zh,3,off,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 793, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 700, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1037}",True,1,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 476, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 177, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1883, ""prompt_tokens"": 1883, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 2359}",13.51908060000278,2026-07-10T12:28:34.454841Z,,
nl4opt,nl4opt-0004,,generic_lp_milp,en,1,off,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 595, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 261, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2522}",5.923169099987717,2026-07-10T12:28:40.379577Z,,
nl4opt,nl4opt-0004,,generic_lp_milp,en,2,off,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 578, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 226, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2505}",5.940293999999994,2026-07-10T12:28:46.320989Z,,
nl4opt,nl4opt-0004,,generic_lp_milp,en,3,off,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 604, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 326, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2531}",6.462103700003354,2026-07-10T12:28:52.784641Z,,
nl4opt,nl4opt-0004,,jobshop,zh,1,off,OPTIMAL,True,"""7.0""",2.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 762, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 643, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1034}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1450, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1220, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1437, ""prompt_tokens"": 1437, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 2887}",27.651221999985864,2026-07-10T12:29:20.437048Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r1-off.json
nl4opt,nl4opt-0004,,jobshop,zh,2,off,OPTIMAL,True,"""7.0""",230.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 574, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 461, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 846}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1797, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1502, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1431, ""prompt_tokens"": 1431, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3228}",28.240577900025528,2026-07-10T12:29:48.681001Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r2-off.json
nl4opt,nl4opt-0004,,jobshop,zh,3,off,OPTIMAL,True,"""7.0""",150.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 487, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 372, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 759}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2008, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1754, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1433, ""prompt_tokens"": 1433, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3441}",35.94239670000388,2026-07-10T12:30:24.626960Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r3-off.json
nl4opt,nl4opt-0005,,,en,1,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,False,UNSUPPORTED,unsupported,,,,8.220001473091543e-05,2026-07-10T12:30:24.630366Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r1-off.json
nl4opt,nl4opt-0005,,,en,2,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,False,UNSUPPORTED,unsupported,,,,6.619998021051288e-05,2026-07-10T12:30:24.631381Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r2-off.json
nl4opt,nl4opt-0005,,,en,3,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,False,UNSUPPORTED,unsupported,,,,8.709999383427203e-05,2026-07-10T12:30:24.632609Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r3-off.json
nl4opt,nl4opt-0005,,,zh,1,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 472, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 396, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 706}",True,1,False,UNSUPPORTED,unsupported,,,,4.904477600008249,2026-07-10T12:30:29.538062Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r1-off.json
nl4opt,nl4opt-0005,,,zh,2,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 539, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 463, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 773}",True,1,False,UNSUPPORTED,unsupported,,,,5.76769670000067,2026-07-10T12:30:35.309000Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r2-off.json
nl4opt,nl4opt-0005,,,zh,3,off,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 560, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 484, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 794}",True,1,False,UNSUPPORTED,unsupported,,,,5.808332799992058,2026-07-10T12:30:41.121070Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r3-off.json
nl4opt,nl4opt-0006,,generic_lp_milp,en,1,off,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 973, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 606, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2922}",8.992860800004564,2026-07-10T12:30:50.117327Z,,
nl4opt,nl4opt-0006,,generic_lp_milp,en,2,off,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 836, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 361, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2785}",7.91968070002622,2026-07-10T12:30:58.039026Z,,
nl4opt,nl4opt-0006,,generic_lp_milp,en,3,off,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 866, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 388, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2815}",10.254777699999977,2026-07-10T12:31:08.295220Z,,
nl4opt,nl4opt-0006,,production,zh,1,off,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 178, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 40, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 38, ""prompt_tokens"": 294, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 472}",True,1,False,,production,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2300, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 2040, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1410, ""prompt_tokens"": 1410, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3710}",32.11277969999355,2026-07-10T12:31:40.409440Z,,
