dataset,item_id,repetition,source_text,translated_text,source_number_tokens,translated_number_tokens,numbers_match,translation_model,translation_usage,human_audit_status,human_audit_notes
nl4opt,nl4opt-0119,2,"The weather is freezing and the fish in the pond need to be transported either by helicopter or car. A helicopter can take 30 fish per trip and takes 40 minutes. A car can take 20 fish per trip and takes 30 minutes. Since helicopter trips are expensive, there can be at most 5 helicopter trips. In addition, at least 60% of the trips should be by car. If at least 300 fish need to transported, how many of each trip should be taken to minimize the total time needed?",天气寒冷，池塘里的鱼需要用直升机或汽车运输。直升机每次可运30条鱼，用时40分钟。汽车每次可运20条鱼，用时30分钟。由于直升机运输费用昂贵，直升机最多只能进行5次运输。此外，至少60%的运输次数应由汽车完成。如果需要运输至少300条鱼，那么应该进行多少次直升机运输和多少次汽车运输，以使总时间最小？,"[""30"", ""40"", ""20"", ""30"", ""5"", ""60"", ""300""]","[""30"", ""40"", ""20"", ""30"", ""5"", ""60"", ""300""]",True,deepseek-v4-flash,"{""completion_tokens"": 607, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 512, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 124, ""prompt_tokens"": 252, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 859}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0119,3,"The weather is freezing and the fish in the pond need to be transported either by helicopter or car. A helicopter can take 30 fish per trip and takes 40 minutes. A car can take 20 fish per trip and takes 30 minutes. Since helicopter trips are expensive, there can be at most 5 helicopter trips. In addition, at least 60% of the trips should be by car. If at least 300 fish need to transported, how many of each trip should be taken to minimize the total time needed?",天气严寒，池塘里的鱼需要通过直升机或汽车运输。直升机每次行程可运输30条鱼，耗时40分钟。汽车每次行程可运输20条鱼，耗时30分钟。由于直升机行程成本高昂，最多只能进行5次直升机行程。此外，至少60%的行程应为汽车行程。如果需要运输至少300条鱼，应如何安排每种行程的次数以最小化所需的总时间？,"[""30"", ""40"", ""20"", ""30"", ""5"", ""60"", ""300""]","[""30"", ""40"", ""20"", ""30"", ""5"", ""60"", ""300""]",True,deepseek-v4-flash,"{""completion_tokens"": 438, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 345, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 124, ""prompt_tokens"": 252, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 690}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0123,1,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",沃森夫人想在房地产市场上投资，总预算最多为$760000。她有两种选择，包括公寓和独立屋。每投资一美元于公寓可获得$0.50的利润，每投资一美元于独立屋可获得$1的利润。至少20%的投资必须用于公寓，并且至少$20000必须投资于独立屋。制定一个线性规划，用于最大化沃森夫人投资的总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""760000"", ""0.50"", ""1"", ""20"", ""20000""]",True,deepseek-v4-flash,"{""completion_tokens"": 734, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 638, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 989}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0123,2,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",沃森夫人希望投资房地产市场，总预算最多为760000美元。她有两种选择，包括公寓和独立屋。每投资1美元于公寓可获得0.50美元利润，每投资1美元于独立屋可获得1美元利润。所有投资中至少20%必须投资于公寓，且至少20000美元必须投资于独立屋。构建一个线性规划，用于最大化沃森夫人投资的总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""760000"", ""1"", ""0.50"", ""1"", ""1"", ""20"", ""20000""]",False,deepseek-v4-flash,"{""completion_tokens"": 877, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 781, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1132}",rejected,Arabic-number mismatch; user confirmed rejection in Codex on 2026-07-12.
nl4opt,nl4opt-0123,3,"Mrs. Watson wants to invest in the real-estate market and has a total budget of at most $760000. She has two choices which include condos and detached houses. Each dollar invested in condos yields a $0.50 profit and each dollar invested in detached houses yields a $1 profit. A minimum of 20% of all money invested must be in condos, and at least $20000 must be in detached houses. Formulate an LP that can be used to maximize total profit earned from Mrs. Watson's investment.",沃森夫人想在房地产市场投资，总预算最多为 760000 美元。她有两个选择，包括公寓和独立屋。每投资一美元在公寓上可获利 0.50 美元，每投资一美元在独立屋上可获利 1 美元。所有投资资金中至少有 20% 必须投入公寓，并且至少有 20000 美元必须投入独立屋。制定一个线性规划，用于最大化沃森夫人投资的总利润。,"[""760000"", ""0.50"", ""1"", ""20"", ""20000""]","[""760000"", ""0.50"", ""1"", ""20"", ""20000""]",True,deepseek-v4-flash,"{""completion_tokens"": 587, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 480, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 127, ""prompt_tokens"": 255, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 842}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0129,1,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家水公司出售玻璃瓶和塑料瓶装的水。一个玻璃瓶可装500毫升水，而一个塑料瓶可装750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，至少要有20个玻璃瓶。如果公司有250000毫升的水，那么每种瓶子应该制作多少个才能最大化瓶子的总数？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 261, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 172, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 504}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0129,2,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家饮用水公司销售玻璃瓶装和塑料瓶装的水。一个玻璃瓶可容纳500毫升水，一个塑料瓶可容纳750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，玻璃瓶数量必须至少为20个。如果该公司有250000毫升水可用，应生产每种瓶子各多少个才能最大化瓶子总数？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 770, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 679, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1013}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0129,3,"A water company sells water in glass and plastic bottles. A glass bottle can hole 500 ml of water while a plastic bottle can hold 750 ml of water. Because most customer prefer plastic bottles, the number of plastic bottles must be at least 3 times the number of glass bottles. However, there must be at least 20 glass bottles. If the company has available 250000 ml of water, how many of each bottle should be made to maximize the total number of bottles?",一家水公司销售玻璃瓶和塑料瓶装水。一个玻璃瓶可装500毫升水，而一个塑料瓶可装750毫升水。由于大多数顾客更喜欢塑料瓶，塑料瓶的数量必须至少是玻璃瓶数量的3倍。然而，至少要有20个玻璃瓶。如果公司有250000毫升水可用，为了最大化总瓶数，每种瓶子应生产多少个？,"[""500"", ""750"", ""3"", ""20"", ""250000""]","[""500"", ""750"", ""3"", ""20"", ""250000""]",True,deepseek-v4-flash,"{""completion_tokens"": 448, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 358, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 115, ""prompt_tokens"": 243, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 691}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,1,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一家办公家具公司生产桌子和抽屉。每张桌子需要40分钟的组装和20分钟的打磨。每个抽屉需要30分钟的组装和10分钟的打磨。公司有4000分钟用于组装，3500分钟用于打磨。如果每张桌子的利润是100美元，每个抽屉的利润是90美元，那么公司应该各生产多少以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 461, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 377, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 694}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,2,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一个办公公司生产桌子和抽屉。每张桌子需要 40 分钟的组装和 20 分钟的打磨。每个抽屉需要 30 分钟的组装和 10 分钟的打磨。公司有 4000 分钟的组装时间和 3500 分钟的打磨时间。如果每张桌子的利润是 $100，每个抽屉的利润是 $90，公司应该各生产多少以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 315, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 222, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 548}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0133,3,"An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each drawer requires 30 minutes of assembly and 10 minutes of sanding. The company has available 4000 minutes for assembly and 3500 minutes for sanding. If the profit per desk is $100 and the profit per drawer is $90, how many of each should the company make to maximize profit?",一家办公用品公司生产书桌和抽屉。每张书桌需要40分钟组装和20分钟打磨。每个抽屉需要30分钟组装和10分钟打磨。公司有4000分钟可用组装时间和3500分钟可用打磨时间。如果每张书桌的利润为100美元，每个抽屉的利润为90美元，公司应该各生产多少以最大化利润？,"[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]","[""40"", ""20"", ""30"", ""10"", ""4000"", ""3500"", ""100"", ""90""]",True,deepseek-v4-flash,"{""completion_tokens"": 508, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 421, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 105, ""prompt_tokens"": 233, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 741}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0135,1,"A tourism company can buy sedans or buses to add to their fleet of vehicles to increase their capacity for more tourists. A sedan can seat 50 tourists per day but results in 10 units of pollution. A bus can seat 250 tourists per day but results in 40 units of pollution. The city has limited this tourism company to producing at most 800 units of pollutants per day. To make a profit, this tourism company must take care of at least 4600 customers per day. Planning to make a profit, how many sedans and how many buses should this tourism company purchase to decrease the total number of vehicles needed?",一家旅游公司可以购买轿车或客车来增加车队容量，以承载更多游客。一辆轿车每天可搭载50名游客，但产生10单位污染。一辆客车每天可搭载250名游客，但产生40单位污染。城市将这家旅游公司的污染限制在每天最多800单位。为了盈利，这家旅游公司必须每天至少接纳4600名顾客。为计划盈利，公司应购买多少辆轿车和多少辆客车，以尽量减少所需车辆总数？,"[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]","[""50"", ""10"", ""250"", ""40"", ""800"", ""4600""]",True,deepseek-v4-flash,"{""completion_tokens"": 759, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 652, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 17, ""prompt_tokens"": 273, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1032}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,1,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在用两种饮料（A和B）制作特殊的维生素混合物。该混合物必须至少含有150单位的维生素A，至少300单位的维生素D，并且至多400单位的维生素E。一杯饮料A含有8单位维生素A，6单位维生素D，10单位维生素E，和4单位维生素K。一杯饮料B含有15单位维生素A，2单位维生素D，20单位维生素E，和12单位维生素K。应使用每种饮料多少杯以最小化维生素K的含量？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 249, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 135, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 33, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 538}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,2,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在制作一种特殊的维生素混合物，使用两种饮料：A和B。该维生素混合物必须至少含有150单位的维生素A，至少300单位的维生素D，以及至多400单位的维生素E。一杯饮料A含有8单位维生素A，6单位维生素D，10单位维生素E，和4单位维生素K。一杯饮料B含有15单位维生素A，2单位维生素D，20单位维生素E，和12单位维生素K。应该使用多少杯每种饮料来制作维生素混合物，以最小化维生素K的量？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 526, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 405, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 33, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 815}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0153,3,"A nutritionist is making a special vitamin mix using two drinks: A and B. The vitamin mix must contain at least 150 units of Vitamin A, at least 300 units of vitamin D, and at most 400 units of vitamin E. A cup of drink A contains 8 units of Vitamin A, 6 units of Vitamin D, 10 units of Vitamin E, and 4 units of Vitamin K. A cup of drink B contains 15 units of Vitamin A, 2 units of Vitamin D, 20 units of Vitamin E, and 12 units of Vitamin K. How many cups of each drink should be used to make the vitamin mix in order to minimize the amount of Vitamin K?",一位营养师正在使用两种饮料A和B制作一种特殊的维生素混合剂。该维生素混合剂必须至少含有150单位的维生素A，至少300单位的维生素D，以及至多400单位的维生素E。每杯饮料A含有8单位维生素A、6单位维生素D、10单位维生素E和4单位维生素K。每杯饮料B含有15单位维生素A、2单位维生素D、20单位维生素E和12单位维生素K。应使用每种饮料多少杯以最小化维生素K的含量？,"[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]","[""150"", ""300"", ""400"", ""8"", ""6"", ""10"", ""4"", ""15"", ""2"", ""20"", ""12""]",True,deepseek-v4-flash,"{""completion_tokens"": 769, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 653, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 33, ""prompt_tokens"": 289, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1058}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,1,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉店使用冷藏卡车和货车运输汉堡肉饼。每辆卡车每次行程可运载1000个肉饼，费用为300美元。每辆货车每次行程可运载500个肉饼，费用为100美元。由于卡车在城市中行驶困难，卡车的数量不得超过货车的数量。肉店需要运输至少50000个肉饼，且预算为12500美元。他们应该如何安排运输以最小化总行程次数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 679, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 578, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 1, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 936}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,2,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉类店使用冷藏卡车和货车运输汉堡肉饼。每辆卡车每次可运送1000个肉饼，费用为300美元。每辆货车每次可运送500个肉饼，费用为100美元。由于卡车在城市中行驶困难，卡车的数量不能超过货车的数量。该肉类店需要至少运送50000个肉饼，并且预算为12500美元。他们应如何安排运输以最小化总运输次数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 162, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 59, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 1, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 419}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0158,3,"A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of $300 per trip. Each van can take 500 patties at a cost of $100 per trip. Because the trucks have difficulty moving around in the city, the number of trucks must not exceed the number of vans. The meat shop has to ship at least 50000 patties and they have a budget of $12500. How should they plan their shipment to minimize the total number of trips?",一家肉店使用冷藏卡车和货车运输汉堡肉饼。每辆卡车每次行程可运送1000个肉饼，费用为$300。每辆货车每次行程可运送500个肉饼，费用为$100。由于卡车在城市中移动困难，卡车的数量不得超过货车的数量。肉店必须运送至少50000个肉饼，并且预算为$12500。他们应如何规划运输以最小化总行程次数？,"[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]","[""1000"", ""300"", ""500"", ""100"", ""50000"", ""12500""]",True,deepseek-v4-flash,"{""completion_tokens"": 701, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 598, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 1, ""prompt_tokens"": 257, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 958}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0163,1,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 500 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",一家医院雇佣超声技师和研究生研究员为患者成像。超声技师每班工作8小时，而研究生研究员每班工作5小时。超声技师每班报酬为300美元，研究生研究员每班报酬为100美元。然而，由于规定，超声技师班次必须是研究生研究员班次的两倍。目前，医院需要500小时的超声服务来满足需求。如果医院的预算为14000美元，那么应安排多少名经认证的超声技师和研究生研究员，以减少总工人数？,"[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]","[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]",True,deepseek-v4-flash,"{""completion_tokens"": 561, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 448, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 6, ""prompt_tokens"": 262, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 823}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0163,2,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 500 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",医院聘请超声技师和研究生来为患者成像。超声技师每轮班工作8小时，而研究生每轮班工作5小时。超声技师每轮班支付300美元，研究生每轮班支付100美元。然而，由于规定，超声技师的轮班次数必须是研究生轮班次数的两倍。目前，医院需要500小时的超声服务来满足需求。如果医院预算为14000美元，应安排多少位有资格使用超声的每种员工，以减少总员工人数？,"[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]","[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]",True,deepseek-v4-flash,"{""completion_tokens"": 1097, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 984, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 6, ""prompt_tokens"": 262, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1359}",approved,User confirmed human review completion in Codex on 2026-07-12.
nl4opt,nl4opt-0163,3,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 500 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",,"[""8"", ""5"", ""300"", ""100"", ""500"", ""14000""]",[],False,,,rejected,Arabic-number mismatch; user confirmed rejection in Codex on 2026-07-12.
