dataset,item_id,difficulty,problem_type,track,repetition,checker_retry,status,checker_passed,ground_truth,objective_value,passed_1e_6,passed_1e_4,judgment_reason,translation_provider,translation_model,translation_usage,translation_numbers_match,api_attempts,checker_retried,failure_category,router_problem_type,extractor_provider,extractor_model,extractor_usage,wall_sec,evaluated_at,error,failure_artifact
nl4opt,nl4opt-0002,,generic_lp_milp,zh,2,on,OPTIMAL,True,"""350.0""",350.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 446, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 347, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 126, ""prompt_tokens"": 254, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 700}",True,1,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1014, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 614, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1889, ""prompt_tokens"": 1889, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 2903}",16.399003900005482,2026-07-11T16:51:17.948024Z,,
nl4opt,nl4opt-0002,,production,zh,3,on,OPTIMAL,True,"""350.0""",0.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1299, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1206, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 126, ""prompt_tokens"": 254, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 1553}",True,1,False,WRONG_OPT,production,deepseek,deepseek-v4-flash,"{""completion_tokens"": 964, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 757, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1368, ""prompt_tokens"": 1368, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 2332}",25.16974099999061,2026-07-11T16:51:43.119826Z,objective_mismatch,failures/nl4opt-nl4opt-0002-zh-r3-on.json
nl4opt,nl4opt-0003,,generic_lp_milp,en,1,on,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 631, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 289, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2530}",7.935660300019663,2026-07-11T16:51:51.059115Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,en,2,on,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 492, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 131, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2391}",5.727883100043982,2026-07-11T16:51:56.788221Z,,
nl4opt,nl4opt-0003,,generic_lp_milp,en,3,on,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 837, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 457, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1792, ""prompt_cache_miss_tokens"": 107, ""prompt_tokens"": 1899, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1792}, ""total_tokens"": 2736}",10.965575299982447,2026-07-11T16:52:07.755759Z,,
nl4opt,nl4opt-0003,,assignment,zh,1,on,OPTIMAL,True,"""100.0""",1.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 388, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 298, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 632}",True,1,False,WRONG_OPT,assignment,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2809, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 2585, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1359, ""prompt_tokens"": 1359, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 4168}",46.351685100002214,2026-07-11T16:52:54.109204Z,objective_mismatch,failures/nl4opt-nl4opt-0003-zh-r1-on.json
nl4opt,nl4opt-0003,,assignment,zh,2,on,OPTIMAL,True,"""100.0""",100.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 696, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 606, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 940}",True,1,False,,assignment,deepseek,deepseek-v4-flash,"{""completion_tokens"": 3497, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 3232, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1359, ""prompt_tokens"": 1359, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 4856}",60.88678220001748,2026-07-11T16:53:54.999522Z,,
nl4opt,nl4opt-0003,,assignment,zh,3,on,OPTIMAL,True,"""100.0""",1.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 428, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 339, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 116, ""prompt_tokens"": 244, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 672}",True,1,False,WRONG_OPT,assignment,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2341, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 2109, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1358, ""prompt_tokens"": 1358, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3699}",35.40023059997475,2026-07-11T16:54:30.401337Z,objective_mismatch,failures/nl4opt-nl4opt-0003-zh-r3-on.json
nl4opt,nl4opt-0004,,generic_lp_milp,en,1,on,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 926, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 651, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2853}",10.109640799986664,2026-07-11T16:54:40.514116Z,,
nl4opt,nl4opt-0004,,generic_lp_milp,en,2,on,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 481, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 187, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2408}",5.285338300047442,2026-07-11T16:54:45.800802Z,,
nl4opt,nl4opt-0004,,generic_lp_milp,en,3,on,OPTIMAL,True,"""7.0""",7.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 889, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 560, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 7, ""prompt_tokens"": 1927, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2816}",10.577114299987443,2026-07-11T16:54:56.379241Z,,
nl4opt,nl4opt-0004,,jobshop,zh,1,on,OPTIMAL,True,"""7.0""",2.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 835, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 715, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1107}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1978, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1790, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1438, ""prompt_tokens"": 1438, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3416}",38.486195000004955,2026-07-11T16:55:34.867326Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r1-on.json
nl4opt,nl4opt-0004,,jobshop,zh,2,on,OPTIMAL,True,"""7.0""",2.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 474, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 357, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 746}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 1625, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1375, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1435, ""prompt_tokens"": 1435, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3060}",27.870187099964824,2026-07-11T16:56:02.741599Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r2-on.json
nl4opt,nl4opt-0004,,jobshop,zh,3,on,OPTIMAL,True,"""7.0""",1.0,False,False,objective_mismatch,deepseek,deepseek-v4-flash,"{""completion_tokens"": 736, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 623, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 16, ""prompt_tokens"": 272, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1008}",True,1,False,WRONG_OPT,jobshop,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2069, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 1873, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1431, ""prompt_tokens"": 1431, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 3500}",39.37526240001898,2026-07-11T16:56:42.120508Z,objective_mismatch,failures/nl4opt-nl4opt-0004-zh-r3-on.json
nl4opt,nl4opt-0005,,,en,1,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,True,UNSUPPORTED,unsupported,,,,0.00010310002835467458,2026-07-11T16:56:42.124523Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r1-on.json
nl4opt,nl4opt-0005,,,en,2,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,True,UNSUPPORTED,unsupported,,,,8.310005068778992e-05,2026-07-11T16:56:42.125693Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r2-on.json
nl4opt,nl4opt-0005,,,en,3,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,,,,,0,True,UNSUPPORTED,unsupported,,,,0.00012879999121651053,2026-07-11T16:56:42.127571Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-en-r3-on.json
nl4opt,nl4opt-0005,,,zh,1,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 591, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 514, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 825}",True,1,True,UNSUPPORTED,unsupported,,,,5.878056999994442,2026-07-11T16:56:48.006836Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r1-on.json
nl4opt,nl4opt-0005,,,zh,2,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 662, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 586, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 896}",True,1,True,UNSUPPORTED,unsupported,,,,5.7871719999820925,2026-07-11T16:56:53.795700Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r2-on.json
nl4opt,nl4opt-0005,,,zh,3,on,UNSUPPORTED,False,"""327.6595744680851""",,False,False,checker_failed,deepseek,deepseek-v4-flash,"{""completion_tokens"": 495, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 415, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 128, ""prompt_cache_miss_tokens"": 106, ""prompt_tokens"": 234, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 128}, ""total_tokens"": 729}",True,1,True,UNSUPPORTED,unsupported,,,,4.969798499951139,2026-07-11T16:56:58.767138Z,generic routing requires an objective verb or multiple modeling signals,failures/nl4opt-nl4opt-0005-zh-r3-on.json
nl4opt,nl4opt-0006,,generic_lp_milp,en,1,on,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 975, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 502, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2924}",10.102326399995945,2026-07-11T16:57:08.871398Z,,
nl4opt,nl4opt-0006,,generic_lp_milp,en,2,on,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 849, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 603, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2798}",12.130936700035818,2026-07-11T16:57:21.003768Z,,
nl4opt,nl4opt-0006,,generic_lp_milp,en,3,on,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,,,,,0,False,,generic_lp_milp,deepseek,deepseek-v4-flash,"{""completion_tokens"": 629, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 256, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 1920, ""prompt_cache_miss_tokens"": 29, ""prompt_tokens"": 1949, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 1920}, ""total_tokens"": 2578}",6.890551500022411,2026-07-11T16:57:27.895615Z,,
nl4opt,nl4opt-0006,,production,zh,1,on,OPTIMAL,True,"""215000.0""",215000.0,True,True,objective_match,deepseek,deepseek-v4-flash,"{""completion_tokens"": 763, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 626, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 38, ""prompt_tokens"": 294, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 256}, ""total_tokens"": 1057}",True,1,False,,production,deepseek,deepseek-v4-flash,"{""completion_tokens"": 2607, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""reasoning_tokens"": 2325, ""rejected_prediction_tokens"": null}, ""prompt_cache_hit_tokens"": 0, ""prompt_cache_miss_tokens"": 1409, ""prompt_tokens"": 1409, ""prompt_tokens_details"": {""audio_tokens"": null, ""cached_tokens"": 0}, ""total_tokens"": 4016}",43.18392029998358,2026-07-11T16:58:11.081315Z,,
